@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'We\'re #hiring! Click to apply: Mobile Developer - https://t.co/T39L0S1Qdh #IT #regions #regionsbank #Hoover, AL #Job #Jobs'
Spam,'Accountable Healthcare Staffing #Healthcare : Physical Therapist (PT) / Inpatient Acute Rehab (#Indianapolis, IN) https://t.co/EFufdzv7ey'
NonSpam,'Early morning makeup and hair! HAPPY SATURDAY! ...now to continue at the salon! ????  ???? ????… https://t.co/uGfFMwrDmM'
Spam,'Have any Saturday plans? All day long El Paso Roller Derby will be at EPCON raffling off these… https://t.co/yIAQecUnpd'
Spam,'Just posted a photo @ Holiday Inn Express Hotel Ogallala https://t.co/X82DlsocCG'
Spam,'Oh Texas. Every big structure seems to have signs telling you just how much gun you can bring… https://t.co/Z0JidPVoPE'
Spam,'PA160926 https://t.co/SXjr5D6uoy'
Spam,'Madison Heights Run for the Health of it 5K. Grant kicked some butt. I managed to finish. @… https://t.co/SNXy0wAPcu'
NonSpam,'Everything beautiful starts here...\nOpen Bookings with me at #Atlanta midtown premiere hair… https://t.co/BwuXlwurNI'
Spam,'Interested in a #Nursing #job near #yarmouth, MA? This could be a great fit: https://t.co/qYn4493AwN #RN #Nursing https://t.co/SviSUs0dnD'
Spam,'Premise Health: Registered Nurse (RN), Supervisor (#Buffalo, WV) https://t.co/3c05pxbCIJ #Nursing #NursingJobs #Job https://t.co/EMEvCaGtHj'
Spam,'I\'m at CVS in New Braunfels, TX https://t.co/Sy2TE0N6TY'
Spam,'So very true! @ Whitehawk Lake https://t.co/ZakG8lxMBd'
Spam,'Can you recommend anyone for this #job? Compassionate and Competent LPN - Memory Care - https://t.co/KAJ087FRe2 https://t.co/F0SoThMc5J'
Spam,'Registered Nurse (RN) - Accountable Healthcare Staffing: (#Stockbridge, GA) https://t.co/8gLB7vrFJm #Nursing #Job #Jobs #Hiring #CareerArc'
Spam,'Eagles continue to take care of business on softball diamond https://t.co/BC1CbRaEqq'
Spam,'This #Transportation #job might be a great fit for you: Parts Delivery - https://t.co/sqYErAQ2Ef #MAPLEHEIGHTS, OH #Hiring #CareerArc'
Spam,'I\'m at @HolidayInn Cleveland Northeast - Mentor in Mentor, OH https://t.co/45V66crMeZ'
Spam,'Want to work at Amcor Rigid Plastics? We\'re #hiring in #Allentown, PA! Click for details: https://t.co/y2DQwKEvgD #FacilitiesMgmt #Job'
Spam,'Interested in a #Retail #job near #Columbus, OH? This could be a great fit: https://t.co/jujOeMX6PR #Hiring'
Spam,'#CareerArc #Retail #Job alert: Customer Service Asssociate | BI-LO | #BOILINGSPRINGS, SC https://t.co/GRk2zuPVzK #Jobs #Hiring'
Spam,'Want to work at ADTRAN, Inc. ? We\'re #hiring in #Huntsville, AL! Click for details: https://t.co/gY0xy5WgVQ #IT #Job #Jobs'
Spam,'Body by GOD.. SO MUCH MORE THAN MINISTRY AND FASHION , BUT I DO THEM… https://t.co/CPZT25kd2j'
Spam,'Road construction, single line traffic-alternate directions in #NorthSmithfield on Rt. 5 Both NB/SB approaching Main St #traffic'
Spam,'Road construction, left lane closed in #Narragansett on Rt 1 Both NB/SB under Woodruff Ave #traffic https://t.co/8Iu0AzFtbV'
Spam,'I\'m at Ralph Bunche Park - @nycparks in NY https://t.co/F4c1WnaVxI'
Spam,'Dr. Romey Coles Jr teaching on \"The Power of Agreement\" @ The Church of the Lion of Judah https://t.co/cufHzxE0J7'
Spam,'Busy day today, but fun day...Slight setup for this morning… https://t.co/R7sDkrfWA3'
NonSpam,'Race 1 of 2 completed! #StarWars10k #StarWarsHalf #DarkSideChallenge… https://t.co/W5yQbp205l'
Spam,'Forewarning for anyone traveling today...@fly2ohare is a #shitshow because of CPS #springbreak.… https://t.co/zjUSCp6fID'
Spam,'Preparándonos Registro #CarreraKellogs @Vintemx presente (@ Auditorio Nacional - @auditoriomx in Miguel Hidalgo, DF) https://t.co/0JXfQ3Dm7o'
Spam,'See our latest #Miami, Florida #job and click to apply: Records Examiner / Analyst at... - https://t.co/aZ15hcUaco https://t.co/ziHv3X3f7N'
Spam,'Day 2 of #AAHackathon (@ Renaissance Austin Hotel - @renhotels in Austin, TX) https://t.co/K6waC9TOj4'
Spam,'I\'m at Fit Body Boot Camp in Plymouth, MN https://t.co/2aveESx9pi'
Spam,'Join the Guaranty Bank team! See our latest #Banking #job opening here: https://t.co/7jS8YBvDqh #MelrosePark, IL https://t.co/FjxGnkxe5I'
NonSpam,'???? Happy Birthday Beefcake ???? #thisis2 #thedeuce #2 @ Needham, Massachusetts https://t.co/d2X3lyRuYE'
Spam,'#Lockbourne, OH #Manufacturing #Job: Warehouse Lead- 2nd shift- $13-15/hour at ProLogistix https://t.co/hfmGnGdC8q #Jobs #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #job? IV Nurse - https://t.co/d5lVpsxEsc #Allentown, PA #Nursing #Hiring #CareerArc'
Spam,'Join the Einstein Bros. Bagels team! See our latest #Hospitality #job opening here: https://t.co/bQt3xQq4sL #Towson, MD #Veterans #Hiring'
Spam,'Can you recommend anyone for this #job? P &amp; D Driver - https://t.co/1m4HGxPCXZ #Gahanna, OH #Transportation #Hiring #CareerArc'
Spam,'See our latest #Heath, Ohio #job and click to apply: Home Health Registered Nurse/Full Time - https://t.co/N9lmsAJ4rW #Nursing #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Physician (Gynecologist) Tallahassee VA OPC... - https://t.co/LZAQncu4w3 #Physician'
Spam,'Chico\'s: Sales Associate (#Simpsonville, KY) https://t.co/NE5GeHJKf0 #Retail #Job #Jobs #Hiring'
Spam,'Pro Service Customer Serv Assoc I/Loader - Lowe\'s Stores: (#Cicero, NY) https://t.co/yyq9mgyAtw #Retail #Job #Jobs #Hiring'
Spam,'La guerite du metro @ New York, New York https://t.co/BO8cCS1yQn'
Spam,'Interested in a #Hospitality #job near #GREENVILLE, NC? This could be a great fit: https://t.co/j1GXuHFDR8 #Hiring #CareerArc'
Spam,'See our latest #NewYork, NY #job and click to apply: Denim Technical Designer - https://t.co/WZbFLdgWRR #Art #Hiring #CareerArc'
Spam,'See our latest #CapeMayCourtHouse, NJ #job and click to apply: RN, Registered Nurse Manager, Home Health - https://t.co/CQBVnL5FNU #Hiring'
Spam,'Join the Favorite Health Care Staffing team! See our latest #Nursing #job opening here: https://t.co/8LcfPaLRB3 #Boston, MA #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Loan Servicing Specialist - https://t.co/wCpi1X5JMc #Reading, Pennsylvania #Banking'
Spam,'Jet lag = 6.30am walk around Central Park @ Central Park https://t.co/P2hxR1VCn8'
NonSpam,'Getting set up so you can get your market on! (@ The Saturday Market at Rebus  Works in Raleigh, NC) https://t.co/X2AHlQT4Yc'
Spam,'Today is the day! Thank you to everyone who supported me! @american_heart @goredforwomen… https://t.co/6a1RFl4uvn'
Spam,'#gm If you ain\'t got Family ???????????You ain\'t got Nothing!!!.....It\'s a celebration?????? Every time… https://t.co/b19xFom9ay'
Spam,'So cute kbing #thefutureisfemale ?? @ Otherwild https://t.co/p5N7xBSGkg'
NonSpam,'definitely one of the best performances of my favorite song. hearing city dove live never fails… https://t.co/tDRlp7QscM'
Spam,'&lt;[C-22]Octal&gt; one word duck tape!\n&lt;[C-22]Octal&gt; well 2'
NonSpam,'STOP like this picture cuz we\'re cute?? @ Ridgecrest Retreat And… https://t.co/0rxURs2EK5'
Spam,'Mile markers 1-6 and of course the finish line! #kesselchallenge #coast2coast #starwars… https://t.co/zAF4XYHcuY'
Spam,'Granby Theater presents: Liv(e) On Sunday • May 29th • A One Year Anniversay for @terellonline &amp;… https://t.co/bzCddDpnZq'
Spam,'Cara de acabadas, mas felizes demais da conta! #bomdia #goodmorning #buenosdias #sohappy #smile… https://t.co/J662KyHrkz'
Spam,'Above New York @empirestatebldg #dawn #empirestatebuilding #empire #empirestateofmind #sun… https://t.co/SQBzkYzpH2'
Spam,'Just posted a photo @ Cafe Milano - Montreal https://t.co/ViW7D554Nu'
Spam,'Ya me voy vieja! Gracias Zacatecolandia de los altares. Hasta la próxima! Rumbo a mi... https://t.co/aJfSi0imzU https://t.co/4qr7qSv0Ll'
Spam,'#Omaha, NE #Retail #Job: Sales Associate at Maurices https://t.co/a7mH2V8ZCx #LoveFashionLetsTalk #Jobs #Hiring https://t.co/DNsWRs69p3'
Spam,'@edwintrakalosa Y @bandatrakalosa Esta Noche palabanda_ns Con @cynthia_uriastv @zorrofresa… https://t.co/Kx4Gn6gf49'
Spam,'Join the BAYADA Home Health Care team! See our latest #job opening here: https://t.co/5avCnf9ZlZ #Henderson, NC #Hiring'
Spam,'Ready to get my Google on!  #lifelong learner #gafesummit @ Franklin Community High School https://t.co/ct8JWQfUeZ'
Spam,'Winn Dixie #Retail #Job: Deli-Bakery Lead (#MONTGOMERY, AL) https://t.co/NtbDogF4xX #Jobs #Hiring'
Spam,'Can you recommend anyone for this #Sales #job? https://t.co/vVn5GMliAd #Carmel, IN #Hiring #CareerArc'
Spam,'We\'re #hiring! Read about our latest #job opening here: Ride Controls Technician - https://t.co/Uj0EyMjcKb #Bowie, MD #FacilitiesMgmt'
Spam,'Can you recommend anyone for this #job? Store Sales Associate - Clearwater, FL - https://t.co/Tqly3U8SPf #Clearwater, FL #Retail #Hiring'
Spam,'You really should just prove yourself to yourself and not try to prove yourself to others.'
Spam,'Just posted a photo @ PetSmart https://t.co/YRnlRhRO9s'
Spam,'This #Healthcare #job might be a great fit for you: Travel RN / Registered Nurse - https://t.co/M39EuNykay #Cleveland, OH #Hiring'
Spam,'Want to work at Accenture? We\'re #hiring in #WashingtonDC, DC! Click for details: https://t.co/wH7YS4JB7Q #security #Job #Jobs #CareerArc'
Spam,'Front Desk Coordinator - OfficeTeam: (#Boston, MA) https://t.co/1rfscPgV69 #Sales #Job #Jobs #Hiring #CareerArc'
Spam,'See our latest #job and click to apply: Barista (US) - https://t.co/Wbkez8D0R4 #Hospitality #Veterans #Hiring #CareerArc'
Spam,'We\'re #hiring! Click to apply: Cashier Associate - https://t.co/HKRdFgPh6Z #Retail #NAPLES, FL #Job #Jobs #CareerArc'
Spam,'I\'m at @HauserEstate Winery in Biglerville, PA https://t.co/4pn5dxSrdd https://t.co/mbShSF8V82'
Spam,'Can you recommend anyone for this #job? https://t.co/rtC5W8K53F #Louisville, KY #Hiring'
Spam,'Join the Accountable Healthcare Staffing team! See our latest #Healthcare #job opening here: https://t.co/ZEYJHEkOMI #FallsChurch, VA'
Spam,'#TONIGHT #SATURDAY \n#ARTISTS COME CELEBRATE AND WIN!! IT\'S MY ANNIVERSARY… https://t.co/zRAuRvgXew'
Spam,'@HunterHayes can you do me a solid tonight and play Rainy Season #PleaseAndThankYou'
NonSpam,'Planning the new focuslabllc website with the team. Thank you @alicjacolon for always capturing… https://t.co/JnKM252KtY'
NonSpam,'Had to walk 2.3 miles from the car to the start.... Maybe it will turn out to be a 10K? Lol....… https://t.co/dKFzXHAZAu'
NonSpam,'Strawberry Banana Smoothie with pineapple juice as the base. ?? so good'
Spam,'Probably not the best idea to run with seasoned runners, but nevertheless it was a blast. Thanks… https://t.co/sjVPaPbhfb'
Spam,'A agarrar el bicibus!! (at @UPIICSA in Iztacalco, DF) https://t.co/WaEvD3xUCq'
Spam,'GETTIN HIS PRAISE ON\n\n#LATEPOST @ Bethel Jerusalem Apostolic Temple https://t.co/vvQShYPiky'
Spam,'I\'m at Powerhouse Gym \"The Super Gym\" in North Haven, CT https://t.co/zkziJJoyro'
Spam,'Convinced my dog has a secret stockpile of my socks somewhere. Bc WHERE THE HECK ARE ALL MY SOCKS'
Spam,'The birds were #gettingready to #perform #Germe for the #watusiregime #performanceart… https://t.co/Xyr9zTSyxw'
Spam,'State Street Sushi (92 State St, Boston) failed check for the 1st time. Details: https://t.co/YY6sE10VN8 https://t.co/4LOQIOiZdx'
Spam,'#tortugamusicfestival #fortlauderdale #today #timmcgraw #wow #please #norain @ Tortuga Festival… https://t.co/VXF41cPFZg'
Spam,'See our latest #Louisville, KY #job and click to apply: Operator - Small Equipment - https://t.co/osJHtO0pWK #SkilledTrade #Hiring'
Spam,'Lane X @ North Toronto Auction https://t.co/WjpgYJbhbw'
Spam,https://t.co/XDLqrukQev
Spam,'This #Retail #job might be a great fit for you: Cashier Associate - https://t.co/ppRmHrarOo #MIAMI, FL #Hiring #CareerArc'
Spam,'We\'re #hiring! Click to apply: Identity Management DevOps Engineer - https://t.co/1IIZoyPDqP #IT #Morrisville, NC #Job #Jobs'
Spam,'Want to work at Cablevision? We\'re #hiring in #Bronx, NY! Click for details: https://t.co/0tH3AHUGr8 #Media #Job #Jobs'
Spam,'Want to work at The Vitamin Shoppe? We\'re #hiring in #NewYork, NY! Click for details: https://t.co/K86CKJLlLT #Job #Jobs'
Spam,'#Retail #Job alert: Operations Manager | CVS Health | #Burleson, TX https://t.co/KPRxWMAJDq #Jobs #Hiring'
Spam,'ABM Industries, Inc.: OS General Cleaner (#Allentown, PA) https://t.co/6oveWDfref #Job #Jobs #Hiring #CareerArc'
Spam,'Interested in a #Transportation #job near #Louisville, KY? This could be a great fit: https://t.co/XsiIp0Om3U #KellyJobs #KellyServices'
Spam,'This #CustomerService #job might be a great fit for you: Electrical Pro - https://t.co/hU1xaeRKba #Frederick, MD #Hiring'
Spam,'Can you recommend anyone for this #BusinessMgmt #job? https://t.co/TrCCEIdpC5 #Miami, FL #Hiring #CareerArc'
Spam,'Sunset over Sunset Hills Winery. Thank you to the staff at the winery for making our girls prom… https://t.co/0brjrWBkYo'
Spam,'This #Nursing #job might be a great fit for you: Registered Nurse (RN) / Emergency Department Trauma (ED) - https://t.co/zc0huPKWuA #Hiring'
Spam,'Último día del quinto cuatrimestre! (@ UCEM (Instituto Universitario del Centro de México)) https://t.co/2UHTgJ0nCC'
NonSpam,'Come get your car washed today from 10-2 at the Lowes on Albemarle Road to help send @carfogle,… https://t.co/W29WLnMydA'
Spam,'#HouseBusinessCheck at 6300 Hollywood Way. #orlpol #opd'
Spam,'Savings culture is a tough ask in a credit society.'
Spam,'Updated: CARTA GTFS (Chattanooga, TN, USA) https://t.co/DoTqwDEcm7'
Spam,'I\'m at Taller Gourmet in Cancun, Quintana Roo https://t.co/0cSwdgvR2O'
Spam,'#ResidentialAlarm at 1606 Delaney Ave. #orlpol #opd'
Spam,'#SuspiciousPerson at 918 W Colonial Dr. #orlpol #opd'
Spam,'Debris in #Dekalb on I-285 WB at I-85 #ATLTraffic https://t.co/bABElTEvus'
Spam,'Fishin\' away the Saturday... @ Moraine State Park - Lake Arthur https://t.co/mvrOMpjwxS'
Spam,'Road construction, shoulder closed in #Providence on I 195 WB between EX 2 - and Rt 95 NB #traffic https://t.co/8Iu0AzFtbV'
NonSpam,'Wind 0.0 mph ---. Barometer 30.109 in, Steady. Temperature 43.7 °F. Rain today 0.00 in. Humidity 55\%'
NonSpam,'Happy bday #13 to my golf partner! Excited to see what God has in store for him as he begins… https://t.co/5OzgBlQX5S'
Spam,'Mercy: Registered Nurse - Medical Surgical Pediatrics... (#Washington, MO) https://t.co/DhPidPy8zE #Nursing #Job https://t.co/SoE8BZXpS4'
Spam,'@realAdamWarren @MarilynJWarren2 @rinkydnk2 @LauraLaFleur3 @Mrkauffman1951J New Trump Campaign Manager? https://t.co/E1j7zrC3tP'
NonSpam,'One ok rock was so good #oneokrock #phoenixconcerttheatre #outbreaktour #selca @ Phoenix Concert… https://t.co/OsDcYy5F21'
Spam,'3141 West Jarvis Avenue https://t.co/oPk2AhjDPR'
Spam,'I\'m at @24HourFitness in The Woodlands, TX https://t.co/2NOTfIwibz'
Spam,'#VerbalDisturbance at 14001-14038 Kestrel Dr. #orlpol #ocso'
Spam,'Store Manager - WHBM: (#Edison, NJ) https://t.co/10dz4OzVqb #Retail #Job #Jobs #Hiring'
Spam,'Join the Lowe\'s Stores team! See our latest #CustomerService #job opening here: https://t.co/oJmd3hrnpp #Shallotte, NC #Hiring'
Spam,'Kitchen Supervisor - Delaware North: (#Farmington, NY) https://t.co/u1a1pRYt4H #Hospitality #Job #Jobs #Hiring #CareerArc'
Spam,'See our latest #Burlington, VT #job and click to apply: LPN (Medical Service) - https://t.co/xcRVGjOsAk #Nursing #Veterans #Hiring'
Spam,'We\'re #hiring! Click to apply: Production Associate - https://t.co/iESQOkumTk #Hospitality #parttime #VirginiaBeach, VA #Veterans #Job #Jobs'
Spam,'We\'re #hiring! Click to apply: Manager Trainee-Retail Sales - https://t.co/WltztNUqop #Retail #CharterTownshipofHarrison, MI #Job #Jobs'
Spam,'Want to work at SONIC Drive-In? We\'re #hiring in #Columbia, SC! Click for details: https://t.co/rN42DyYkFv #Hospitality #SONIC #Job #Jobs'
Spam,'Want to work in #Charlotte, NC? View our latest opening: https://t.co/thZbiYKCAC #Hospitality #restaurantjobs #Job #Jobs #Hiring #CareerArc'
Spam,'#Nursing in #Brighton, MA: Registered Nurse (RN) / Neonatal Intensive Care... at Accountable Healthcare Staffing https://t.co/iLUvg76C5B'
Spam,'#Sales #Job alert: Sales Manager | D.R. Horton | #Greenville, SC https://t.co/aNoJuPN1U9 #homedesign #Jobs #Hiring'
Spam,'65.5F (Feels: 65.5F) - Humidity: 94\% - Wind: 5.4mph E - Gust: 6.9mph - Pressure: 1009.7mb #weather https://t.co/75yzNJjEvP'
Spam,'@ebbtideapp Tide in Wolf River, Mississippi 04/17/2016\nHigh  8:18pm  1.2\n Low  6:01am  0.5\nHigh  3:25pm  1.0\n Low  5:08pm  1.0'
Spam,'Christopher\'s chris.chaplin FIRST 5K, with a time of 23:33!  Awesome job! (I think he was in the… https://t.co/J3tIaZWag5'
NonSpam,'Love my MaxMara family ?? @ The Parlor SOHO https://t.co/niyz22ETEH'
Spam,'I\'m at Steak \'n Shake in Miami, FL https://t.co/439pWbpfoo'
Spam,'Love these nude nails on Sarah with a splash of sparkle! ?? #blossominghealthynails #OPI… https://t.co/e357ty6W0Y'
NonSpam,'Early morning #Work and #Football (#Soccer)! \n#EliteSalesConsulting #PremierLeague #TheBahamas… https://t.co/J77rc3gAZI'
Spam,'Loving our new look! #NewbornNook #rochmn #babystyle #rochmnmoms @ A Child\'s Kingdom https://t.co/GA9xG4VmRy'
Spam,'Waiting for recordsss @ Turntable Lab https://t.co/Hp9RZFIzRI'
Spam,'Last of the snow (hopefully) on my walk to the gym this morning.\n\nLooking good… https://t.co/DBmXrLaseW'
Spam,'The 9u Crushers warming up before the game#RandyLarson.PlantCity https://t.co/DuFI92065V'
Spam,'We did it! In 15min.  Thanks to all my sponsors who helped me to reach my goal. Amazing… https://t.co/SMEGryDgEr'
Spam,https://t.co/BV6sFVGv2m
Spam,'Hoy celebramos contigo viejo tu cumpleaños; siempre con vos donde quiera que estés. Feliz… https://t.co/shfitA1oYA'
Spam,'Want to work at https://t.co/HxCz8hojmD? We\'re #hiring in #FTWAYNE, IN! Click for details: https://t.co/jotnLdaE6v #Hospitality #Job #Jobs'
Spam,'OfficeTeam #CustomerService #Job: Logistics Clerk (#Chesterton, IN) https://t.co/0GpqmxwWZ2 #Jobs #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #Nursing #job? https://t.co/CCYH431x5B #Louisville, KY #Hiring #CareerArc'
Spam,'Want to work at Nordstrom? We\'re #hiring in #Jacksonville, Florida! Click for details: https://t.co/KapBMxGjxL #Retail #Job #Jobs'
Spam,'Join the OfficeTeam team! See our latest #HR #job opening here: https://t.co/QdxQ9X3gAJ #Boston, MA #Hiring #CareerArc'
Spam,'Join the Starbucks team! See our latest #Hospitality #job opening here: https://t.co/UgCPH1hSWH #Veterans #Hiring #CareerArc'
Spam,'We\'re #hiring! Read about our latest #job opening here: Sales and Service Supervisor - https://t.co/ytWt6PND5p https://t.co/x7UR8TbBsh'
Spam,'Want to work in #Torrance, CA? View our latest opening: https://t.co/6e5CCI3hJ8 #Hospitality #Job #Jobs #Hiring'
NonSpam,'@edeweysmith Last minute registrants line up to join the Women of Hope this morning in… https://t.co/msssNtmFaU'
Spam,'#CareerArc #Transportation #Job alert: Parts Delivery | O\'Reilly Auto Parts | #CEDARTOWN, GA https://t.co/k7DqWwCPnB #Jobs #Hiring'
Spam,'IN #Retail #Job: Store Manager at Dollar General Corporation https://t.co/aYcWOA8m8k #Veterans #Jobs #Hiring #CareerArc'
Spam,'#CareerArc #Retail #Job alert: Assistant Mgr PT | Maurices | #Findlay, OH https://t.co/CaFNrwljXp #Jobs #Hiring'
Spam,'See our latest #Monroe, NC #job and click to apply: Registered Nurse - RN - https://t.co/gAEhMaIaAX #Hiring'
NonSpam,'Great laughs with my long time dearest friend Damien ?? sooooo happy to see you! Xo #friends… https://t.co/R0yg9CAQpW'
Spam,'Buenos días a tod@s desde Brickell, Miami feliz fin de semana @… https://t.co/eXbH09TQcr'
Spam,'The baby of the family: my great niece Kali melts our hearts!!!  My niece aiye_tora loving on… https://t.co/9i6Ml518Ii'
Spam,'Waiting to enter the Whitehouse for a tour of the gardens. (@ The @WhiteHouse in Washington, DC) https://t.co/BpA9nhrTfk'
Spam,'#Repost @jaycrewlove with repostapp.\n???\n\"Watch these rap niggaz get all up in your… https://t.co/B6SI8EppbD'
Spam,'What a view. @ Inner Harbor Waterfront, Baltimore Maryland https://t.co/lpAf0SBAYX'
Spam,'Can you recommend anyone for this #Physician #job? https://t.co/GN4aoLbFHl #Syracuse, NY #Veterans #Hiring https://t.co/58c5QxbsAM'
Spam,'#Goodlettsville, TN #Finance : Licensing Team Lead at Dollar General Corporation https://t.co/n2LiyUM51S #Diversity https://t.co/3Rw5Sis4rF'
Spam,'Can you recommend anyone for this #Manufacturing #job? https://t.co/D3lExsdwqV #KellyJobs #KellyServices #Louisville, KY #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #job? Sr Principal Product Manager - https://t.co/VNQtM33FiX #Framingham, MA #IT #Hiring'
Spam,'This #Retail #job might be a great fit for you: Sales Associate - Fair Oaks Mall - https://t.co/1mu4jCYXYe #Fairfax, VA #Hiring #CareerArc'
Spam,'Citi Trends #Retail #Job: Store manager - Crest Hill, IL (#CrestHill, IL) https://t.co/TUu22qFd3g #Jobs #Hiring'
Spam,'Seasonal Associate - Inside and Outside Garden Center - Lowe\'s Stores: (#WilkesBarre, PA) https://t.co/B6OZrJLuW9 #Retail #Job #Jobs'
Spam,'We\'re #hiring! Click to apply: Store Counter Sales - https://t.co/m2KMEdeo08 #Retail #LEBANON, IN #Job #Jobs #CareerArc'
Spam,'We\'re #hiring! Click to apply: Budget Analyst - https://t.co/OAQCbLXmmg #Accounting #NEWYORK, NY #Job #Jobs #CareerArc'
Spam,'Want to work at Lowe\'s Stores? We\'re #hiring in #Cortland, NY! Click for details: https://t.co/dqj6QOhGQU #BusinessMgmt #Job #Jobs'
Spam,'Can you recommend anyone for this #Sales #job? https://t.co/2hZs2EfH1i #Elmira, NY #Hiring'
Spam,'No quiero ser un cuento,quiero ser tu historia.\nNo quiero ser tu tiempo, si no tu eternidad.\nNo… https://t.co/UbM7LRxLk5'
Spam,'8:40 am #newyorkcity #NYC #centralpark #america #ArturoAponte @ Bethesda Terrace and Fountain https://t.co/jBNxT6qtQt'
Spam,'I\'m at Niagara Falls (Canadian Side) - @niagaraparks in Niagara Falls, ON, ON https://t.co/3TDNDldpsO'
Spam,'Picture of a Sandager’s wrasse, New Zealand https://t.co/ZZdoN9me1y'
Spam,'These two new awesomeyoung artists are what Friday\'s at DtG presents are allllll about!!! So now… https://t.co/AValwoTQFD'
NonSpam,'Please help me wish a Happy 20th Birthday to my oldest son, Parker! Seems like yesterday we were… https://t.co/s36O3zosO0'
Spam,'work #moodbrand (@ Terminal de Autobuses de Querétaro (TAQ) - @terminalqro in Querétaro, QRO) https://t.co/Q5VkFwKnpm'
Spam,'Vehicle on fire in #Bolton on Rt 495 NB between EX 27 - Rt-117 and EX 28 - Rt-111 #traffic https://t.co/AoTr5OsSgQ'
Spam,'Try https://t.co/mOINYC4mnZ Specialty Chicken â€“ Crispy Bacon and Tomato #Chicken #menu'
Spam,'And they win the prize for getting here first #SaturdayMorningRehearsal #WoodsideHigh… https://t.co/RiNDwC9Ydr'
Spam,'Saturday at FUEL house fitness studio $9 walk ins welcome 4912 Pennell Rd ASTON 19014… https://t.co/QeSmcZbrRW'
Spam,'Robert Harrison is performing on the stage at Wooden Nickel Records on North Anthony! Stop in… https://t.co/fNPzVl7tRJ'
Spam,'Much needed after a night shift and before ACLS/PALS class. (@ Starbucks in Harrisburg, PA) https://t.co/gDyvjqjY4G'
Spam,'Barista (US) - Starbucks: (3850 E. SR 436, #APOPKA, FL) https://t.co/Ox7rmtALu5 #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc'
Spam,'#Sales #Job alert: Customer Service Associate III- Pro Services | Lowe\'s Stores | #Abingdon, MD https://t.co/HaoZj5Qi1M #Jobs #Hiring'
Spam,'Au boulot (@ Vieux-Port de Montréal / Old Port of Montreal in Montréal, QC) https://t.co/lSxrqynrGZ'
Spam,'50 #1 ShippingMailers Kraft 7.25x12 Bubble Mailers $10.00 https://t.co/BIKHQKIesy #MailingShipping #Supplies https://t.co/oUFbxFu667'
Spam,'crazy how it\'s been a year &amp; there is only 4 games left of regular… https://t.co/DUvn47UGCW'
Spam,'moved 5 meters bearing 353° (1mod) https://t.co/zQPbc4V8Jj'
Spam,'I\'m at UPIICSA Edificio de Graduados in Iztacalco, DF https://t.co/fhru90vpdV'
Spam,'#freestatetrailrun #tokyotrailsyndicate @ Clinton State Park https://t.co/HN3yjrV2UV'
NonSpam,'I got some help from my two youngest brothers on Day 15 of 22. I am pushing in an attempt to… https://t.co/KsnhMaSQQB'
Spam,'H A I R  F I E N D S \n\naprildivahstyles got em lined up this morning. She giving out testers… https://t.co/86422AnHQG'
NonSpam,'Rocking my new favorite sweatshirt ! We can get you one too! Email us at… https://t.co/d0uBTDNuJR'
Spam,'I was out running 6.41 miles with #Endomondo #endorphins https://t.co/OtnthVkI9M'
Spam,'Want to work in #Edinburg, TX? View our latest opening: https://t.co/fmmKf6ITDZ #Automotive #Job #Jobs #Hiring https://t.co/TZhgLWxxJG'
Spam,'Getting my beverage. (at @SONICDriveIn in Bullard, TX) https://t.co/CF54EWfz1Z'
Spam,'AT&amp;T Retail Sales Consultant Bilingual Hindi Required - AT&amp;T: (#SantaClara, CA) https://t.co/uab6uHCAGc #Retail https://t.co/qoIz2O4FVU'
NonSpam,'Flying the Union Jack too. Beautiful Victorian homes everywhere. Glad they preserved them. @ The… https://t.co/H4Sbh1jNEa'
Spam,'SO proud of my PIC epiccakenyc who crushed her 1st elite #SpartanRace #TeamGrit #STFU #TNDO @… https://t.co/yh1IRWrd4p'
Spam,'Interested in a #Sales #job near #Princeton, NJ? This could be a great fit: https://t.co/SNCe59n5d4 #Hiring #CareerArc'
Spam,'We\'re #hiring! Read about our latest #job opening here: Accounts Payable Clerk - Property Management Company - https://t.co/rG9x75THgF'
Spam,'Join the BAYADA Home Health Care team! See our latest #job opening here: https://t.co/4lMFfdUXN0 #UpperSaintClair, PA #Hiring'
NonSpam,'BAYADA Home Health Care #Job: Registered Nurse ( RN ) - Home Care (#Shrewsbury, NJ) https://t.co/soVduras51 #Jobs #Hiring'
Spam,'#GREENVILLE, SC #Retail #Job: Deli Associate at BI-LO https://t.co/iTb8ikVxaD #Jobs #Hiring #CareerArc'
Spam,'Want to work in #Lebanon, NH? View our latest opening: https://t.co/ffvWjW6ycE #Nursing #Job #Jobs #Hiring #CareerArc'
Spam,'#Charlotte, NC #Sales #Job: LAMP Developer - NEEDED NOW at Robert Half Technology https://t.co/WP4H6MSq3G #Jobs #Hiring #CareerArc'
