@relation MyTestRelation

@attribute spamclass {Spam,NonSpam}
@attribute tweetcontent String

@data
NonSpam,'Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx'
NonSpam,'I\'m still looking for a car to buy. And have not gone 4the driving test yet.'
NonSpam,'As per your request \'Melle Melle (Oru Minnaminunginte Nurungu Vettam)\' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune'
NonSpam,'wow. You\'re right! I didn\'t mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.'
NonSpam,'Umma my life and vava umma love you lot dear'
NonSpam,'Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.'
NonSpam,'Aight, I\'ll hit you up when I get some cash'
NonSpam,'How would my ip address test that considering my computer isn\'t a minecraft server'
NonSpam,'I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...'
NonSpam,'Dont worry. I guess he\'s busy.'
NonSpam,'What is the plural of the noun research?'
NonSpam,'Going for dinner.msg you after.'
NonSpam,'I\'m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.'
Spam,'GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm'
NonSpam,'Wa, ur openin sentence very formal... Anyway, i\'m fine too, juz tt i\'m eatin too much n puttin on weight...Haha... So anythin special happened?'
NonSpam,'As I entered my cabin my PA said, \'\' Happy B\'day Boss !!\'\'. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.'
Spam,'You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ‘
NonSpam,'Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ‘
NonSpam,'Hmm...my uncle just informed me that he\'s paying the school directly. So pls buy food.'
Spam,'PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires'
Spam,'URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM'
NonSpam,'here is my new address -apples&pairs&all that malarky'
Spam,'Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app'
NonSpam,'I am going to sao mu today. Will be done only at 12 ‘
NonSpam,'Ü predict wat time ü\'ll finish buying?'
NonSpam,'Good stuff, will do.'
NonSpam,'Just so that you know,yetunde hasn\'t sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn\'t have imposed anything on you in the first place so for that, i apologise.'
NonSpam,'Are you there in room.'
NonSpam,'HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx'
NonSpam,'K..k:)how much does it cost?'
NonSpam,'I\'m home.'
NonSpam,'Dear, will call Tmorrow.pls accomodate.'
NonSpam,'First answer my question.'
Spam,'Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone'
Spam,'Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK\'s largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p'
NonSpam,'I only haf msn. It\'s yijue@hotmail.com'
NonSpam,'He is there. You call and meet him'
NonSpam,'No no. I will check all rooms befor activities'
Spam,'You\'ll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again'
NonSpam,'Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...'
NonSpam,'K, text me when you\'re on the way'
NonSpam,'Sir, Waiting for your mail.'
NonSpam,'A swt thought: "Nver get tired of doing little things 4 lovable persons.." Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8'
NonSpam,'I know you are. Can you pls open the back?'
NonSpam,'Yes see ya not on the dot'
NonSpam,'Whats the staff name who is taking class for us?'
Spam,'FreeMsg Why haven\'t you replied to my text? I\'m Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end'
NonSpam,'Ummma.will call after check in.our life will begin from qatar so pls pray very hard.'
NonSpam,'K..i deleted my contact that why?'
NonSpam,'Sindu got job in birla soft ..'
NonSpam,'The wine is flowing and i\'m i have nevering..'
NonSpam,'Yup i thk cine is better cos no need 2 go down 2 plaza mah.'
NonSpam,'Ok... Ur typical reply...'
NonSpam,'As per your request \'Melle Melle (Oru Minnaminunginte Nurungu Vettam)\' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune'
NonSpam,'You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.'
NonSpam,'Aaooooright are you at work?'
NonSpam,'I\'m leaving my house now...'
NonSpam,'Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?'
Spam,'Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery'
Spam,'You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810'
NonSpam,'Keep yourself safe for me because I need you and I miss you already and I envy everyone that see\'s you in real life'
NonSpam,'New car and house for my parents.:)i have only new job in hand:)'
NonSpam,'I\'m so in love with you. I\'m excited each day i spend with you. You make me so happy.'
Spam,'-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468'
Spam,'BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu'
NonSpam,'I place all ur points on e cultures module already.'
Spam,'URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only'
NonSpam,'Hi frnd, which is best way to avoid missunderstding wit our beloved one\'s?'
NonSpam,'Great escape. I fancy the bridge but needs her lager. See you tomo ‘
NonSpam,'Yes :)it completely in out of form:)clark also utter waste.'
NonSpam,'Sir, I need AXIS BANK account no and bank address.'
NonSpam,'Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ‘
NonSpam,'What time you coming down later? ‘
NonSpam,'Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ‘
NonSpam,'Well, i\'m gonna finish my bath now. Have a good...fine night.'
NonSpam,'Let me know when you\'ve got the money so carlos can make the call'
NonSpam,'U still going to the mall?'
NonSpam,'Turns out my friends are staying for the whole show and won\'t be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth'
NonSpam,'Text her. If she doesnt reply let me know so i can have her log in'
NonSpam,'Hi! You just spoke to MANEESHA V. We\'d like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.'
NonSpam,'You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend'
NonSpam,'Lol no. U can trust me.'
NonSpam,'ok. I am a gentleman and will treat you with dignity and respect.'
NonSpam,'He will, you guys close?'
NonSpam,'Going on nothing great.bye'
NonSpam,'Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where\'s my boytoy now ? Does he miss me ?'
NonSpam,'Haha awesome, be there in a minute'
Spam,'Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!'
NonSpam,'Have you got Xmas radio times. If not i will get it now'
NonSpam,'I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...'
Spam,'Are you unique enough? Find out from 30th August. www.areyouunique.co.uk'
NonSpam,'I\'m sorry. I\'ve joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|'
NonSpam,'Hi :)finally i completed the course:)'
NonSpam,'It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.'
NonSpam,'How are you doing? Hope you\'ve settled in for the new school year. Just wishin you a gr8 day'
NonSpam,'Gud mrng dear hav a nice day'
NonSpam,'Did u got that persons story'
NonSpam,'is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ‘
NonSpam,'Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx'
NonSpam,'Wind 3.2 mph NNE. Barometer 30.20 in, Rising slowly. Temperature 49.3 °F. Rain today 0.00 in. Humidity 32\%'
Spam,'Pausa pro café antes de embarcar no próximo vôo. #trippolisontheroad #danipolisviaja \n\nPause for… https://t.co/PhcJ4oYktP'
Spam,'Good. Morning. #morning #Saturday #diner #VT #breakfast #nucorpsofcadetsring #ring #college… https://t.co/dBZ7dbwX6f'
Spam,'@gratefuldead recordstoredayus ?????? @ TOMS MUSIC TRADE https://t.co/CURRmn6iJo'
Spam,'Egg in a muffin!!! (@ Rocket Baby Bakery - @rocketbabybaker in Wauwatosa, WI) https://t.co/mwfhrcxtRp'
Spam,'@lyricwaters should\'ve gave the neighbor  a buzz. Iv got ice cream and moms baked goodies ??'
Spam,'On the way to CT! (@ Mamaroneck, NY in Mamaroneck, NY) https://t.co/6rpe6MXDkB'
Spam,'We\'re #hiring! Read about our latest #job opening here: Retail Sales Consultant [CWA MOB] Bryn Mawr PA - https://t.co/bBwxSPsL4f #Retail'
Spam,'Me... @ Montgomery Scrap Corporation https://t.co/kpt7zM4xbL'
NonSpam,'BAYADA Home Health Care: Home Health Registered Nurse (#GlenBurnie, MD) https://t.co/m53vlvEyO0 #Job #Jobs #Hiring'
Spam,'Shift Supervisor Trainee - CVS Health: (#OCEANCITY, MD) https://t.co/BqCqtHS9bO #Retail #Job #Jobs #Hiring #CareerArc'
Spam,'#007 #jamesbond #blacktie #redcarpet #vip #gambling #youonlylivetwice #diamondsareforever… https://t.co/ZXRyEC9Dlg'
Spam,'Although I am not endorsing a candidate, I thought this was… https://t.co/72ctPqptOA'
NonSpam,'I think spring finally has arrived! (@ Milwaukee Lakefront in Milwaukee, WI) https://t.co/usjyJETrQV'
Spam,'Want to work in #Burlington, MA? View our latest opening: https://t.co/qwwWQt0DMj #Healthcare #Job #Jobs #Hiring #CareerArc'
Spam,'Want to work in #Charlotte, NC? View our latest opening: https://t.co/nkrJjulisQ #BusinessMgmt #insurance #Job #Jobs #Hiring'
NonSpam,'you\'ll love this @34jaIIen https://t.co/fL7YNLOAsk'
Spam,'#Engineering #Job alert: Prod Engr - Software | ZF TRW | #Livonia, MI https://t.co/c86RXWivrk #Veterans #Jobs #Hiring'
Spam,'Can you recommend anyone for this #job? Clinical Applications Coordinator - Ancillary - https://t.co/MKe3sLrMFt #Atlanta, GA #IT #Hiring'
Spam,'I\'m at @InNOutBurger in Long Beach, CA https://t.co/uqmEomzVKZ'
Spam,'Don’t think about what can happen in a month. Don’t think about what can happen in a year. Just… https://t.co/2JFQNg7Kq6'
Spam,'Vacation here I come !! @ Official JetBlue Terminal - LaGuardia… https://t.co/IashwLv0ao'
Spam,'?? @ Foro Sol, Mexico D.F. https://t.co/PbAbOVEPCl'
Spam,'Can you recommend anyone for this #Hospitality #job? https://t.co/opAs4JitFl #restaurantjobs #Fairfax, VA #Hiring #CareerArc'
Spam,'We\'re #hiring! Click to apply: Manager Trainee-Retail Sales - https://t.co/pvhrRytQ9L #Retail #WinstonSalem, NC #Job #Jobs #CareerArc'
NonSpam,'I\'m at Home https://t.co/fDCP5atErT'
Spam,'See our latest #Savannah, GA #job and click to apply: Structural Mechanic II - https://t.co/t4cYAS9Ceb #Manufacturing #Hiring'
Spam,'Want to work at Macy\'s Beauty? We\'re #hiring in #Vorhees, NJ! Click for details: https://t.co/976Ux7tqsS #Sales #Job #Jobs #CareerArc'
Spam,'Can you recommend anyone for this #job? Registered Nurse | RN | MS (Contract) - https://t.co/qUivCRlU5c #RN #Nursing https://t.co/dF6zpB6uYr'
Spam,'?? is ?? @ Jupiter Donuts North Palm https://t.co/QO2cgVUIsC'
NonSpam,'in #TomsRiver, NJ: Hourly Home Care Nurses Needed (Registered Nurse RN / Licensed... at BAYADA Home Health Care https://t.co/ODNWErZ0sg'
Spam,'Want to work at Aerotek? We\'re #hiring in #Duluth, GA! Click for details: https://t.co/PShztQSvgX #CustomerService #Job #Jobs'
NonSpam,'It is a beautiful Saturday morning!!! Get out &amp; enjoy??????\n#HappySaturday!!! @ Clearwater Beach… https://t.co/qMmkcauTjG'
Spam,'Remember that time we got Lucas some #DoleWhip and he spilled the whole thing on his leg on his… https://t.co/bQ6CPqL93k'
Spam,'I\'m at Universidad Intercontinental - @uicmx in México, DF https://t.co/NV870nyOaZ'
Spam,'See our latest #WestStPaul, MN #job and click to apply: MACHINE OPERATOR - https://t.co/f4nllAKHtm #Manufacturing https://t.co/kk0MsO1fss'
Spam,'Just posted a photo @ Memories Bar &amp; Grill https://t.co/Vl8xlzZYN1'
Spam,'Let\'s get this Saturday started! (@ Starbucks in Crown Point, IN) https://t.co/dQZA4tB2jC'
Spam,'I just began a doing circuit training workout using #Endomondo. Peptalk me now @ https://t.co/Lsdhsl50V0'
NonSpam,'Having a slight craving for rock climbing and waterfall jumps???#stayswoopinfolks @ Linville… https://t.co/AGVQlOaFCD'
NonSpam,'Ran the B.A.A. 5k this morning with Chris Sanford and finished with the exact same time as last… https://t.co/m8ClCPqjiR'
Spam,'I\'m  proud of myself! My feet not so much.. ?? I\'m going to have to… https://t.co/Qc2s2BHRny'
Spam,'Can you recommend anyone for this #IT #job? https://t.co/5LXR45vFwh #Cleveland, OH #Hiring https://t.co/JZu6ghfmVY'
Spam,'If you\'re a #Hospitality professional in 620 MARKETPLACE DRIVE, #BELAIR, MD, check out this #job: https://t.co/72KLimPrrd #Veterans #Hiring'
Spam,'#Healthcare #Job alert: Physical Therapist (PT) /... | Accountable Healthcare Staffing | #MurrellsInlet, SC https://t.co/cnnBVRzVgv #Jobs'
Spam,'Can you recommend anyone for this #job? Clinical Project Manager - https://t.co/U2jlHyTkV5 #FairLawn, NJ #Pharmaceutical #Hiring'
Spam,'AT&amp;T #Engineering #Job: Senior eCommerce Reporting Analyst (#Atlanta, GA) https://t.co/N7JYUa6Kxg #Jobs #Hiring #CareerArc'
Spam,'South African send off! #sarahbolen #SarahPreAfrica #BolenInTheBush #FutureQueenofNamibia… https://t.co/U2t7NNhvam'
Spam,'Hair Stylist - Great Clips: (#Buford, GA) https://t.co/dRvUJifQWZ #Cosmetology #Job #Jobs #Hiring #CareerArc'
Spam,'Customer Service Associate I - Lowe\'s Stores: (#Hialeah, FL) https://t.co/WRPW3xZ3df #Retail #Job #Jobs #Hiring'
Spam,'Cleared: Closure on #US1 SB at South of Olden Ave'
Spam,'Ya estoy lista.???????? (@ Centro @Netec in Mexico, D.F.) https://t.co/55UUszDmQX'
Spam,'+followers for @jasmincadavid ?????? @ Secretaria de Gobernación SEGOB https://t.co/Oex2BzearG'
Spam,'I\'m at @DunkinDonuts in Lithonia, GA https://t.co/d6IU15ig5J'
Spam,'7:45 appointment (@ The Art of Fadez in Villa Park, IL) https://t.co/wpZl3DCh7N https://t.co/aVCF3zHDOs'
Spam,'Cleared: Incident on #I87NYSThruway NB at Exit 21 (I-87) - Catskill (Rte 23)'
Spam,'Mis campeones!! #doralparks , #nikerunning , #running , #5kdoral ,… https://t.co/2caB5qTpxz'
Spam,'Interested in a #Transportation #job near #CedarRapids, IA? This could be a great fit: https://t.co/ms2NPVV4ZL https://t.co/4Fnn8GVwmg'
Spam,'De esas veces que te piden tus apuntes y uno sólo anota el título. ??'
NonSpam,'Good morning, another successful segment! #charlotte #salisburync #wbtvandme #wbtvnews #cnbc… https://t.co/BrUyVWCtUG'
Spam,'Want to work in #Inverness, SL? View our latest opening: https://t.co/ZVoMJxGRdO #Pharmaceutical #Job #Jobs #Hiring #CareerArc'
Spam,'See our latest #NewBrunswick, NJ #job and click to apply: Senior Accountant - https://t.co/kAjyWq0gyx #Accounting #Hiring #CareerArc'
Spam,'We\'re #hiring! Read about our latest #job opening here: Call Center Manager - https://t.co/4HtRNlu14A #NEWYORK, NY #CustomerService'
Spam,'Want to work in ? View our latest opening: https://t.co/47mSniYiPU #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc'
Spam,'#CareerArc #Sales #Job alert: Inside Sales Representative based in Greenville,SC | UPS | #MIAMI, FL https://t.co/LHXeF3YwLL #Jobs #Hiring'
Spam,'Want to work in #FALLSCHURCH, VA? View our latest opening: https://t.co/sgxNmVAkQl #Healthcare #Job #Jobs #Hiring #CareerArc'
NonSpam,'Morning from #Chicago! #letsmove @ Sheraton Grand Chicago https://t.co/eXhkfqbpbc'
NonSpam,'#Fayetteville, NC #Job: LPN / Licensed Practical Nurse in Fayetteville, NC at BAYADA Home Health Care https://t.co/8iyUom4SW7 #Jobs'
Spam,'Team #3, Burning Possums, I just finished my 3rd leg. #ragnar #ragnaraustin #fit2runstpete… https://t.co/QuNvE5zxQ2'
Spam,'OH - #ohiostatespringgame @ Ohio Stadium https://t.co/fSbub0Xd03'
NonSpam,'@callmedollar 10 years from now they are going to feel sorry they didn\'t pay her any mind???? #theydontknowrealmusic'
Spam,'They don\'t have no \'home\' to retire to in the future. They\'re comfortable owing the government till they die. Iss that life?'
Spam,'I\'m at Twerk in Horsham, PA https://t.co/VRmWIJssIC'
NonSpam,'It\'s our Spring Tournament day and I couldn\'t be more excited! Come… https://t.co/MDEoB22F1b'
Spam,'This is my first one day show since 2014, I streamlined my set up a little, but it still took… https://t.co/Vu8IbYmiWP'
Spam,'Officially done with all things taxes! #adult https://t.co/WyLgrQynAE'
Spam,'Lol\n\n#paulmooney #comedy @ RedBlocc https://t.co/kMLuzYmhj7'
Spam,'WE\'RE ABOUT TO GET IT IN @ The Congress Plaza Hotel &amp; Convention Center https://t.co/hgyo9hvLPH'
Spam,'I\'m at Pepsi Bottling Group in Hayward, CA https://t.co/tEIF4qlysC'
Spam,'Join the Good Samaritan Hospital team! See our latest #Physician #job opening here: https://t.co/lVIUdKuaQJ #Hiring https://t.co/EQSh17D9q6'
Spam,'Want to work in #Rhinelander, WI? View our latest opening: https://t.co/oL57AKrhZn #Engineering #paper #specialty https://t.co/N3g8DX9aIh'
Spam,'Cashier - Food - Delaware North: (#Clarence, NY) https://t.co/asugQrvSeM #Hospitality #Job #Jobs #Hiring #CareerArc'
Spam,'Can you recommend anyone for this #job? https://t.co/M9GGzR5myT #Allentown, PA #Hiring #CareerArc'
Spam,'This #Transportation #job might be a great fit for you: Truck Driver, Class A - Full Time - https://t.co/9e4R2AsNmW #POMPANOBEACH, FL'
Spam,'Buenos días...'
Spam,'Want to work in #SantaMonica, CA? View our latest opening: https://t.co/eopkeSnzMv #IT #ExploreOracle #Job #Jobs #Hiring'
Spam,'Speedway #Retail #Job: Manager Trainee-Retail Sales (#Wyoming, MI) https://t.co/E4kFxiSJCr #Jobs #Hiring #CareerArc'
Spam,'I\'m at Virginia Tech - @vtnews in Blacksburg, VA https://t.co/8MAog8jeKh'
Spam,'Robert Half Finance &amp; Accounting: Office Manager/Operations Manager/Practice Manager (#Canton, MA) https://t.co/l9doHa7QB0 #BusinessMgmt'
Spam,'Headed to KC for family, fun and of course food! #thebest #BBQ (@ Oklahoma @CityOfokc in Oklahoma City, OK, OK) https://t.co/DFdU9pLqRb'
NonSpam,'Race day!!! It couldn\'t be more beautiful out. Praise God for spring finally showing up ????… https://t.co/FO3i1ZiJGd'
Spam,'#Sales #Job in #AnnArbor, MI: Temp Sales Associate-dressbarn at dressbarn https://t.co/q5vpBNqkZ8 #Jobs #Hiring'
Spam,'I\'m at Apple Store, Rideau in Ottawa, ON https://t.co/BgZbeE3e2Y'
NonSpam,'Spring soccer season begins... coolfryz @jessicabarger2 @… https://t.co/5zUDFKBv8C'
Spam,'I\'m at Los Angeles International Airport (LAX) - @flylaxairport in Los Angeles, CA https://t.co/rCVIJrXCMX'
NonSpam,'Good morning!!! #artofvisuals #stdothis #sombrexplore #exploremn #retroluxaholics… https://t.co/ZpXvUm8Yga'
Spam,'#iwantadog when it gets dark my dog will bark at any passers-by #introspective #igdc @ Adams Morgan https://t.co/UetHtybDSO'
Spam,'This #Manufacturing #job might be a great fit for you: Warehouse Processor - https://t.co/DwEKN4ymd0 #Henrietta, NY https://t.co/xKcyoTa51g'
Spam,'Buen día, ya listo para irme al #gym \n\nPríncipe hermoso, te amo. @ La Calle De La Amargura https://t.co/0Xr4eRxk63'
Spam,'#EmergencyMedicine alert: Patient Care Associate - Medical... | Mercy | #Washington, MO https://t.co/GSsBergQ7s https://t.co/vMpwMFlZsD'
Spam,'#Team @ Especialidades Dentales https://t.co/TxzXwGGwJP'
Spam,'Buenos días alegría,buenos días señor sol.... (@ Entrada a Irapuato) https://t.co/VNmlwpxjpG https://t.co/zx7J3eJmt5'
Spam,'Ready or not, @ucsfvascular here comes uofa SALSA! @ Tucson International Airport https://t.co/IHRkO0mos0'
Spam,'Chewbacca!!!! @ ESPN Wide World of Sports https://t.co/4NktxhmYNd'
Spam,'If you\'re a #Retail professional in #Owosso, MI, check out this #job: https://t.co/lPhsQK1jmY #LoveFashionLetsTalk https://t.co/2nCqCTgqnC'
Spam,'#smart2016 @ Dave Ramsey\'s Smart Conference at Calvary Temple https://t.co/84dd5ZRdrj'
Spam,'Want to work at Sperry? We\'re #hiring in #Cincinnati, OH! Click for details: https://t.co/xBKoSy36AM #Retail #Job #Jobs #CareerArc'
Spam,'#Nursing #Job alert: Registered Nurse (RN) / Intensive Care... | Accountable Healthcare Staffing | #VeroBeach, FL https://t.co/RuUOo6Kfxa'
Spam,'Customer Service Associate II - Lowe\'s Stores: (#Aiken, SC) https://t.co/XRC0y4ItOt #Retail #Job #Jobs #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Intern, Marketing - https://t.co/dn7wHCdWan #JACKSONVILLE, FL #Marketing'
Spam,'Want to work in ? View our latest opening: https://t.co/6ysqkBCkSA #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc'
Spam,'#sneakpeek. Getting close to finishing this up. Do you know who it is? #markers #copic… https://t.co/geuSP5Vvxr'
Spam,'APARTMENT OF THE FUTURE PROJECT. Now music/visualizer driven.… https://t.co/8BBEmgxxP0'
Spam,'#NYCmissed Spectacular Blue Top - m4w (Road Noise) https://t.co/TTkojwPdST'
Spam,'Why I\'m doing now at work on a Saturday morning !! #studytime @ PNC Bank - Cleveland Main https://t.co/9y9yN0Ho68'
Spam,'Could not be more proud of these kids! \n\n#spartanrace #beastmode #crazydna #theobstaclestho @… https://t.co/jidH8KPiP9'
Spam,'Science fair 2016 @ Hopewell, New Jersey https://t.co/8sEHwGhu1q'
Spam,'#?????_??????? ##apple #art ????? ?????? ??? @ Apple Store, Georgetown https://t.co/KA8HjnLtUU'
Spam,'I\'m at International Tennis Hall of Fame Museum in Newport, RI https://t.co/vVZcFzQInK'
NonSpam,'Last night, #UCWRFC took home two team awards from the Club Sports Banquet: People\'s Choice and… https://t.co/OLoMmPIN9L'
Spam,'Way to go jesscopeland ! #beachcheerathletics #season3 #makingwaves?? #torontocheerleading… https://t.co/S4xQaeakgH'
Spam,'Billings Clinic #Nursing #Job: CNA, Aspen Meadows (#Billings, MT) https://t.co/gfmHahLDjE #rn #rnjobs #MadeWithLove https://t.co/3NNOPKqZ8T'
NonSpam,'Nothing like some records first thing in the morning. Happy #recordstoreday everyone! #rsd16 @… https://t.co/ZaYY4EMif8'
Spam,'I\'m at Durrer\'s in Guelph https://t.co/ZVHvaus4Pj'
Spam,'Supplemental Health Care: L&amp;D RN needed ASAP (#Covington, GA) https://t.co/pVTqcV1vHN #Healthcare #Job #Jobs https://t.co/SHCvgxzk50'
Spam,'Interested in a #Sales #job near #Stamford, CT? This could be a great fit: https://t.co/6P6igb6pdU #Hiring #CareerArc'
Spam,'early bird gets the... ????#newyorkiloveyou #notcoachella @ John F.… https://t.co/quUrh9VHBW'
Spam,'The first time I staffed out here at camp, 6 years ago, I was hired as the archery instructor.… https://t.co/baj4mnoZy7'
Spam,'Want to work in #Limerick, PA? View our latest opening: https://t.co/zUw2KkRKkb #Sales #Job #Jobs #Hiring #CareerArc'
Spam,'Chico\'s #Retail #Job: Sales Lead (#Strongsville, OH) https://t.co/1UyqTMdXad #Jobs #Hiring'
Spam,'SONIC Drive-In: Carhop/Skating Carhop (Server) (#SanAntonio, TX) https://t.co/sEMoGkAVZl #Hospitality #Job #Jobs #Hiring'
Spam,'Yes! #goodmorning ?? great meeting ahead of me today...Stay tuned! As always #realhousemusic 24/7… https://t.co/6wtfgYevzo'
Spam,'Felicidades!! Ya solo te falta un mesesito y ya corazón. Gracias por… https://t.co/mf9ixBwfAm'
Spam,'#lbctractchallenge Day 4 Leave a Tract at a RedBox... @ Lighthouse… https://t.co/Qr82lCKAUP'
Spam,'Can you recommend anyone for this #job? Hair Stylist - https://t.co/jcAAC0eljT #Albemarle, NC #Cosmetology #Hiring #CareerArc'
Spam,'Waiting on four new tires. Oh boy. (@ Starbucks in Greer, SC) https://t.co/5vSnAAhAL1'
Spam,'Llegue tarde jejejeje (@ Universidad Del Valle De México - @uvmmexico in Miguel Hidalgo, DF) https://t.co/sn3AMfnCqb'
Spam,'Ready for a fabulous day @keeneland today! It is #Toyota \'s big day! While you are here, pick up… https://t.co/DIlfEVDOLh'
Spam,'I\'m at Aeropuerto Internacional de Monterrey (MTY) - @aeropuertodemty in Apodaca, NL https://t.co/hoxuTNjL2f'
Spam,'15 Leadership today! Pumped to take my students to Truly Living Well… https://t.co/Gg06ZVzLXV'
NonSpam,'My view for the morning #BYPTV2K16 #turkeyhunting #thunderchickens #turkeyhunting @ Whitewater… https://t.co/1uHmBWmJxt'
Spam,'??NEW LISTING COMING SOON!?? 4/2 off Kernan. Great neighborhood! Contact me for more details. Jon… https://t.co/3uj6FREIFo'
Spam,'Can you recommend anyone for this #job? Physician (Hospitalist) - https://t.co/VGNpPyas2R #Richmond, VA #Physician https://t.co/V2kry2SwE4'
Spam,'[em]broidered tassel top paired with chambray wide leg culottes. #ootd #lotd #fashion #style… https://t.co/JlsxFcm2Fq'
Spam,'#Atlanta, GA #Healthcare #Job: Patient Care Tech II- Nights at Northside Hospital https://t.co/kmk3Op4Orx #Jobs #Hiring #CareerArc'
Spam,'Want to work at The Vitamin Shoppe? We\'re #hiring in #Gambrills, MD! Click for details: https://t.co/HP5RFnyrYZ #Job #Jobs #CareerArc'
Spam,'@ El Paso https://t.co/GiIrxABayk'
Spam,'Después de un tiempo se que volverás a confiar en mi @ Hollywood https://t.co/5Ol9dcbmyS'
Spam,'Join the Tyco team! See our latest #SkilledTrade #job opening here: https://t.co/43726NfL1C #Horsham, PA #Hiring'
Spam,'#BusinessMgmt #Job in #Columbia, MD: Net Web Developer iVideo at AT&amp;T https://t.co/Wzdu88pxtO #Jobs #Hiring #CareerArc'
Spam,'VCU Health System #BusinessMgmt #Job: Perform Improve Coor (#Richmond, VA) https://t.co/g23yK4hATH #Jobs #Hiring #CareerArc'
NonSpam,'Spring comes to nypl @ NYPL The New York Public Library https://t.co/n2rRXLLJfX'
Spam,'So I Uhhh Wanna go back nd see the movie ???? @ Brooklyn Bridge https://t.co/iMSvDtf85T'
Spam,'Little League Opening Day (@ Short Beach in Stratford, CT) https://t.co/Wq2QFscKkT'
NonSpam,'WHAT BETTER WAY TO START YOUR SATURDAY THEN WITH BRUNCH AT ROCCO RESTAURANT AND BAR. SERVING… https://t.co/CrnQ76YY9P'
